datetime,temperature_k,mixture_flow,still_pressure,pid_output_power,water_cooling_inlet,water_cooling_outlet,pt3_pressure,pt4_pressure,sensor_status
2026-01-01 00:00:00,0.015014901424590336,10.185235509506327,1.21399355436586,50.77836107616664,289.6624108625128,292.28530649860977,0.7809219244212261,0.7118064091245214,Normal
2026-01-01 00:01:00,0.014995852070964865,10.381883328094027,1.2092463368291277,49.44881428367147,289.9277406646422,292.48409233026644,0.7913961498922051,0.6937268655404869,Normal
2026-01-01 00:02:00,0.01501943065614302,9.720286485236171,1.2005963036992018,49.181801116577695,289.60379003950004,291.83434580840833,0.7958639446657836,0.7004522270899998,Normal
2026-01-01 00:03:00,0.01504569089569224,10.112593847338115,1.1935306322229442,49.99662554258905,289.8460192351805,291.6938816327461,0.8188768765734019,0.7005119790188108,Normal
2026-01-01 00:04:00,0.0149929753987583,9.869871486175635,1.206982233136136,49.82981537747507,289.0531926665231,291.4574247367211,0.8055655312453376,0.6949821580718847,Normal
2026-01-01 00:05:00,0.014992975891291524,9.90257492324706,1.2039348538542174,49.54677195067273,290.10664685368647,291.5872947350105,0.7866451843090011,0.6862753445211589,Normal
2026-01-01 00:06:00,0.015047376384465221,9.881521215152226,1.2089519322002773,50.696387447456715,290.0006027376811,293.4745472126544,0.8048603628941764,0.7032297450361766,Normal
2026-01-01 00:07:00,0.015023023041874587,9.827201846064037,1.2063517180168197,50.95530520857051,289.5914556844659,292.6223397903684,0.7845269601106164,0.6993899602814461,Normal
2026-01-01 00:08:00,0.01498591576842195,10.009704325588965,1.2104955271531934,50.08840688629185,290.3296228342162,291.324462816896,0.8108269105388708,0.7050024046943657,Normal
2026-01-01 00:09:00,0.015016276801307578,9.833809976717792,1.1946476478843944,51.477530081055264,290.4687850688133,291.3387710216282,0.7952887534818213,0.6946639969356083,Normal
2026-01-01 00:10:00,0.014986097469215625,10.054091365155967,1.2131739406563433,48.858310885866494,289.1962200678155,292.24093303085925,0.7990636381126084,0.7122082129881304,Normal
2026-01-01 00:11:00,0.014986028107392892,9.989952378110173,1.2019759960469238,49.806340540720285,289.6186376107169,292.27363239868896,0.8132579664754219,0.6912322621878815,Normal
2026-01-01 00:12:00,0.01500725886814698,9.952210390626718,1.2207526087262526,49.2831776793972,289.61542882510633,292.2744419176587,0.7871283643141576,0.7171204028401789,Normal
2026-01-01 00:13:00,0.014942601592660266,9.81848726759168,1.1931081218191042,48.13346338292694,289.5300484494456,291.87252210322316,0.7860288181488702,0.6825236349017173,Normal
2026-01-01 00:14:00,0.014948252465024608,9.884645733886334,1.2173596380316525,49.917319314157304,290.4147374209659,291.93727286999854,0.79416400673654,0.7043477006455688,Normal
2026-01-01 00:15:00,0.01498313137412277,10.15107824516515,1.2019791078346265,49.87825249161671,289.9030869306136,292.1639397620797,0.8103837885101932,0.7047543068252662,Normal
2026-01-01 00:16:00,0.014969615066389967,10.100183437524876,1.1934858199638554,51.513449743242134,289.8677425793447,292.04294650314665,0.7848065392452316,0.6920444293205912,Normal
2026-01-01 00:17:00,0.015009427419977857,9.80448895104029,1.1951611416594567,50.63081168455478,288.99806881779665,290.89034981362624,0.7716784440188944,0.7042439393786101,Normal
2026-01-01 00:18:00,0.014972759277734364,10.019866461085845,1.1967965269180567,48.975813175670794,290.31770901510464,291.8851001847124,0.7954884114159101,0.7127951866976016,Normal
2026-01-01 00:19:00,0.01495763088895994,10.150277424674357,1.204241659464019,51.85409256633419,289.3803708025733,291.57429678286985,0.8055174079991092,0.6778318116064593,Normal
2026-01-01 00:20:00,0.015043969463067646,9.666118943775725,1.2052283548803548,51.22103369552535,290.02996631513315,292.08760570945424,0.8120026174973883,0.7050274480749081,Normal
2026-01-01 00:21:00,0.014993226710985403,10.108672038475987,1.1942629999606142,50.58209770346861,290.13868846897907,293.4926295013017,0.7953683863791461,0.6750672917966992,Normal
2026-01-01 00:22:00,0.015002025846140637,9.86747524821083,1.1997564540773902,49.77351590115017,290.68032929791934,292.18374083273716,0.79588573392884,0.6903433519647679,Normal
2026-01-01 00:23:00,0.014957257554413596,10.114119733718631,1.2214227035861185,49.04056076327652,289.34558980044045,291.8432351569138,0.8115390073425575,0.7162916636490094,Normal
2026-01-01 00:24:00,0.014983668518264244,9.847348168691497,1.217275431701007,49.62779322392895,288.4902439220896,292.4609007509886,0.7813025830030459,0.6941821796660794,Normal
2026-01-01 00:25:00,0.015003327677691296,9.639023579867096,1.2043632366967403,51.088748619704184,290.09192477237684,292.2413439436046,0.79611479224817,0.6882612003559102,Normal
2026-01-01 00:26:00,0.01496547019267733,9.674491512423367,1.200380034781682,51.88458630593461,290.9002555907554,292.2100472452259,0.8019042388992507,0.6980206227101531,Normal
2026-01-01 00:27:00,0.01501127094055037,10.009616989332276,1.2012003132671825,51.543243528272185,290.61947317646974,292.3034252966078,0.8044921872128504,0.7206790633816355,Normal
2026-01-01 00:28:00,0.014981980839302435,10.051944500344296,1.206135179727304,49.51115057821372,290.1048297076373,293.0282717824148,0.7949019330680912,0.6816831775279397,Normal
2026-01-01 00:29:00,0.014991249187506201,9.819136674979118,1.1897720743480158,48.88038256671099,289.754181907184,291.43455578233704,0.8003444101170585,0.6894869008836065,Normal
2026-01-01 00:30:00,0.014981948801633118,10.127718491755475,1.1974262346257665,50.1408862469112,290.40356129831866,292.2368160384057,0.7751167264658702,0.7149743168317962,Normal
2026-01-01 00:31:00,0.015055568345535267,9.667695987546209,1.183314159261224,48.23156063443715,289.51322690014774,291.5368094350092,0.7934175158766615,0.7185770234353773,Normal
2026-01-01 00:32:00,0.014999595083257862,9.986784040270537,1.2039922312260527,50.323167714184784,290.2381788846781,292.2777563231711,0.8045350871255447,0.6989656877570971,Normal
2026-01-01 00:33:00,0.014968268672131323,9.757796760047508,1.2064719593970274,49.85239741370133,290.2527350795833,291.540656744257,0.7901770596574532,0.6876094729747335,Normal
